date,sku,opening_stock,received_units,units,closing_stock
2025-11-19,22752,217,0,26,191
2025-11-20,22752,191,0,26,165
2025-11-21,22752,165,0,27,138
2025-11-22,22752,138,364,30,472
2025-11-23,22752,472,0,29,443
2025-11-24,22752,443,0,22,421
2025-11-25,22752,421,0,24,397
2025-11-26,22752,397,0,25,372
2025-11-27,22752,372,0,25,347
2025-11-28,22752,347,0,27,320
2025-11-29,22752,320,0,30,290
2025-11-30,22752,290,0,30,260
2025-12-01,22752,260,0,23,237
2025-12-02,22752,237,0,25,212
2025-12-03,22752,212,0,23,189
2025-12-04,22752,189,0,24,165
2025-12-05,22752,165,0,27,138
2025-12-06,22752,138,367,31,474
2025-12-07,22752,474,0,29,445
2025-12-08,22752,445,0,24,421
2025-12-09,22752,421,0,23,398
2025-12-10,22752,398,0,25,373
2025-12-11,22752,373,0,26,347
2025-12-12,22752,347,0,27,320
2025-12-13,22752,320,0,30,290
2025-12-14,22752,290,0,28,262
2025-12-15,22752,262,0,23,239
2025-12-16,22752,239,0,25,214
2025-12-17,22752,214,0,24,190
2025-12-18,22752,190,0,26,164
2025-12-19,22752,164,0,26,138
2025-12-20,22752,138,366,31,473
2025-12-21,22752,473,0,28,445
2025-12-22,22752,445,0,23,422
2025-12-23,22752,422,0,25,397
2025-12-24,22752,397,0,25,372
2025-12-25,22752,372,0,25,347
2025-12-26,22752,347,0,27,320
2025-12-27,22752,320,0,29,291
2025-12-28,22752,291,0,29,262
2025-12-29,22752,262,0,23,239
2025-12-30,22752,239,0,23,216
2025-12-31,22752,216,0,24,192
2026-01-01,22752,192,0,26,166
2026-01-02,22752,166,0,28,138
2026-01-03,22752,138,369,30,477
2026-01-04,22752,477,0,30,447
2026-01-05,22752,447,0,24,423
2026-01-06,22752,423,0,24,399
2026-01-07,22752,399,0,25,374
2026-01-08,22752,374,0,25,349
2026-01-09,22752,349,0,27,322
2026-01-10,22752,322,0,31,291
2026-01-11,22752,291,0,30,261
2026-01-12,22752,261,0,22,239
2026-01-13,22752,239,0,24,215
2026-01-14,22752,215,0,24,191
2026-01-15,22752,191,0,25,166
2026-01-16,22752,166,0,28,138
2026-01-17,22752,138,362,31,469
2026-01-18,22752,469,0,30,439
2026-01-19,22752,439,0,22,417
2026-01-20,22752,417,0,24,393
2026-01-21,22752,393,0,25,368
2026-01-22,22752,368,0,25,343
2026-01-23,22752,343,0,27,316
2026-01-24,22752,316,0,30,286
2026-01-25,22752,286,0,28,258
2026-01-26,22752,258,0,24,234
2026-01-27,22752,234,0,23,211
2026-01-28,22752,211,0,24,187
2026-01-29,22752,187,0,24,163
2026-01-30,22752,163,0,25,138
2026-01-31,22752,138,358,30,466
2026-02-01,22752,466,0,28,438
2026-02-02,22752,438,0,22,416
2026-02-03,22752,416,0,24,392
2026-02-04,22752,392,0,23,369
2026-02-05,22752,369,0,24,345
2026-02-06,22752,345,0,27,318
2026-02-07,22752,318,0,29,289
2026-02-08,22752,289,0,29,260
2026-02-09,22752,260,0,22,238
2026-02-10,22752,238,0,24,214
2026-02-11,22752,214,0,25,189
2026-02-12,22752,189,0,26,163
2026-02-13,22752,163,0,25,138
2026-02-14,22752,138,351,30,459
2026-02-15,22752,459,0,28,431
2026-02-16,22752,431,0,23,408
2026-02-17,22752,408,0,22,386
2026-02-18,22752,386,0,23,363
2026-02-19,22752,363,0,24,339
2026-02-20,22752,339,0,26,313
2026-02-21,22752,313,0,29,284
2026-02-22,22752,284,0,29,255
2026-02-23,22752,255,0,21,234
2026-02-24,22752,234,0,22,212
2026-02-25,22752,212,0,24,188
2026-02-26,22752,188,0,25,163
2026-02-27,22752,163,0,25,138
2026-02-28,22752,138,350,30,458
2026-03-01,22752,458,0,28,430
2026-03-02,22752,430,0,22,408
2026-03-03,22752,408,0,24,384
2026-03-04,22752,384,0,23,361
2026-03-05,22752,361,0,24,337
2026-03-06,22752,337,0,27,310
2026-03-07,22752,310,0,29,281
2026-03-08,22752,281,0,27,254
2026-03-09,22752,254,0,22,232
2026-03-10,22752,232,0,22,210
2026-03-11,22752,210,0,22,188
2026-03-12,22752,188,0,24,164
2026-03-13,22752,164,0,26,138
2026-03-14,22752,138,340,27,451
2026-03-15,22752,451,0,27,424
2026-03-16,22752,424,0,22,402
2026-03-17,22752,402,0,23,379
2026-03-18,22752,379,0,24,355
2026-03-19,22752,355,0,25,330
2026-03-20,22752,330,0,25,305
2026-03-21,22752,305,0,27,278
2026-03-22,22752,278,0,28,250
2026-03-23,22752,250,0,21,229
2026-03-24,22752,229,0,22,207
2026-03-25,22752,207,0,22,185
2026-03-26,22752,185,0,23,162
2026-03-27,22752,162,0,24,138
2026-03-28,22752,138,337,29,446
2026-03-29,22752,446,0,26,420
2026-03-30,22752,420,0,22,398
2026-03-31,22752,398,0,23,375
2026-04-01,22752,375,0,21,354
2026-04-02,22752,354,0,24,330
2026-04-03,22752,330,0,26,304
2026-04-04,22752,304,0,27,277
2026-04-05,22752,277,0,26,251
2026-04-06,22752,251,0,20,231
2026-04-07,22752,231,0,23,208
2026-04-08,22752,208,0,23,185
2026-04-09,22752,185,0,23,162
2026-04-10,22752,162,0,24,138
2026-04-11,22752,138,332,27,443
2026-04-12,22752,443,0,27,416
2026-04-13,22752,416,0,21,395
2026-04-14,22752,395,0,23,372
2026-04-15,22752,372,0,21,351
2026-04-16,22752,351,0,22,329
2026-04-17,22752,329,0,26,303
2026-04-18,22752,303,0,27,276
2026-04-19,22752,276,0,27,249
2026-04-20,22752,249,0,21,228
2026-04-21,22752,228,0,22,206
2026-04-22,22752,206,0,21,185
2026-04-23,22752,185,0,22,163
2026-04-24,22752,163,0,25,138
2026-04-25,22752,138,327,28,437
2026-04-26,22752,437,0,26,411
2026-04-27,22752,411,0,22,389
2026-04-28,22752,389,0,21,368
2026-04-29,22752,368,0,21,347
2026-04-30,22752,347,0,22,325
2026-05-01,22752,325,0,25,300
2026-05-02,22752,300,0,26,274
2026-05-03,22752,274,0,26,248
2026-05-04,22752,248,0,21,227
2026-05-05,22752,227,0,21,206
2026-05-06,22752,206,0,23,183
2026-05-07,22752,183,0,22,161
2026-05-08,22752,161,0,23,138
2026-05-09,22752,138,326,28,436
2026-05-10,22752,436,0,26,410
2026-05-11,22752,410,0,20,390
2026-05-12,22752,390,0,22,368
2026-05-13,22752,368,0,22,346
2026-05-14,22752,346,0,21,325
2026-05-15,22752,325,0,24,301
2026-05-16,22752,301,0,27,274
2026-05-17,22752,274,0,25,249
2026-05-18,22752,249,0,19,230
2026-05-19,22752,230,0,22,208
2026-05-20,22752,208,0,23,185
2026-05-21,22752,185,0,22,163
2026-05-22,22752,163,0,25,138
2026-05-23,22752,138,318,25,431
2026-05-24,22752,431,0,26,405
2026-05-25,22752,405,0,20,385
2026-05-26,22752,385,0,21,364
2026-05-27,22752,364,0,21,343
2026-05-28,22752,343,0,22,321
2026-05-29,22752,321,0,24,297
2026-05-30,22752,297,0,27,270
2026-05-31,22752,270,0,24,246
2026-06-01,22752,246,0,21,225
2026-06-02,22752,225,0,21,204
2026-06-03,22752,204,0,20,184
2026-06-04,22752,184,0,22,162
2026-06-05,22752,162,0,24,138
2026-06-06,22752,138,319,28,429
2026-06-07,22752,429,0,26,403
2026-06-08,22752,403,0,20,383
2026-06-09,22752,383,0,21,362
2026-06-10,22752,362,0,21,341
2026-06-11,22752,341,0,21,320
2026-06-12,22752,320,0,23,297
2026-06-13,22752,297,0,26,271
2026-06-14,22752,271,0,25,246
2026-06-15,22752,246,0,20,226
2026-06-16,22752,226,0,21,205
2026-06-17,22752,205,0,22,183
2026-06-18,22752,183,0,22,161
2026-06-19,22752,161,0,23,138
2026-06-20,22752,138,324,27,435
2026-06-21,22752,435,0,25,410
2026-06-22,22752,410,0,20,390
2026-06-23,22752,390,0,22,368
2026-06-24,22752,368,0,20,348
2026-06-25,22752,348,0,23,325
2026-06-26,22752,325,0,24,301
2026-06-27,22752,301,0,27,274
2026-06-28,22752,274,0,26,248
2026-06-29,22752,248,0,20,228
2026-06-30,22752,228,0,20,208
2026-07-01,22752,208,0,22,186
2026-07-02,22752,186,0,23,163
2026-07-03,22752,163,0,25,138
2026-07-04,22752,138,321,28,431
2026-07-05,22752,431,0,26,405
2026-07-06,22752,405,0,21,384
2026-07-07,22752,384,0,22,362
2026-07-08,22752,362,0,21,341
2026-07-09,22752,341,0,23,318
2026-07-10,22752,318,0,22,296
2026-07-11,22752,296,0,27,269
2026-07-12,22752,269,0,25,244
2026-07-13,22752,244,0,20,224
2026-07-14,22752,224,0,21,203
2026-07-15,22752,203,0,21,182
2026-07-16,22752,182,0,21,161
2026-07-17,22752,161,0,23,138
2026-07-18,22752,138,324,26,436
2026-07-19,22752,436,0,25,411
2026-07-20,22752,411,0,21,390
2026-07-21,22752,390,0,22,368
2026-07-22,22752,368,0,20,348
2026-07-23,22752,348,0,21,327
2026-07-24,22752,327,0,23,304
2026-07-25,22752,304,0,26,278
2026-07-26,22752,278,0,26,252
2026-07-27,22752,252,0,22,230
2026-07-28,22752,230,0,22,208
2026-07-29,22752,208,0,22,186
2026-07-30,22752,186,0,23,163
2026-07-31,22752,163,0,25,138
2026-08-01,22752,138,331,27,442
2026-08-02,22752,442,0,27,415
2026-08-03,22752,415,0,20,395
2026-08-04,22752,395,0,22,373
2026-08-05,22752,373,0,23,350
2026-08-06,22752,350,0,23,327
2026-08-07,22752,327,0,23,304
2026-08-08,22752,304,0,28,276
2026-08-09,22752,276,0,26,250
2026-08-10,22752,250,0,21,229
2026-08-11,22752,229,0,22,207
2026-08-12,22752,207,0,22,185
2026-08-13,22752,185,0,23,162
2026-08-14,22752,162,0,24,138
2026-08-15,22752,138,222,28,332
2026-08-16,22752,332,0,25,307
2026-08-17,22752,307,0,20,287
2026-08-18,22752,287,0,22,265
2026-08-19,22752,265,0,23,242
2026-08-20,22752,242,0,24,218
2026-08-21,22752,218,0,26,192
2026-08-22,22752,192,0,27,165
2026-08-23,22752,165,0,27,138
2026-08-24,22752,138,465,22,581
2026-08-25,22752,581,0,23,558
2026-08-26,22752,558,0,23,535
2026-08-27,22752,535,0,23,512
2026-08-28,22752,512,0,24,488
2026-08-29,22752,488,0,27,461
2026-08-30,22752,461,0,26,435
2026-08-31,22752,435,0,21,414
2026-09-01,22752,414,0,21,393
2026-09-02,22752,393,0,24,369
2026-09-03,22752,369,0,22,347
2026-09-04,22752,347,0,24,323
2026-09-05,22752,323,0,29,294
2026-09-06,22752,294,0,27,267
2026-09-07,22752,267,0,21,246
2026-09-08,22752,246,0,23,223
2026-09-09,22752,223,0,22,201
2026-09-10,22752,201,0,23,178
2026-09-11,22752,178,0,25,153
2026-09-12,22752,153,0,29,124
2026-09-13,22752,124,0,27,97
2024-09-14,21730,239,0,10,229
2024-09-15,21730,229,0,10,219
2024-09-16,21730,219,0,7,212
2024-09-17,21730,212,0,8,204
2024-09-18,21730,204,0,8,196
2024-09-19,21730,196,0,8,188
2024-09-20,21730,188,0,8,180
2024-09-21,21730,180,0,10,170
2024-09-22,21730,170,0,9,161
2024-09-23,21730,161,0,7,154
2024-09-24,21730,154,0,8,146
2024-09-25,21730,146,0,8,138
2024-09-26,21730,138,0,7,131
2024-09-27,21730,131,0,10,121
2024-09-28,21730,121,0,9,112
2024-09-29,21730,112,0,9,103
2024-09-30,21730,103,0,7,96
2024-10-01,21730,96,0,8,88
2024-10-02,21730,88,0,7,81
2024-10-03,21730,81,0,8,73
2024-10-04,21730,73,0,9,64
2024-10-05,21730,64,0,10,54
2024-10-06,21730,54,0,10,44
2024-10-07,21730,44,121,7,158
2024-10-08,21730,158,0,7,151
2024-10-09,21730,151,0,8,143
2024-10-10,21730,143,0,9,134
2024-10-11,21730,134,0,8,126
2024-10-12,21730,126,0,11,115
2024-10-13,21730,115,0,9,106
2024-10-14,21730,106,0,7,99
2024-10-15,21730,99,0,7,92
2024-10-16,21730,92,0,8,84
2024-10-17,21730,84,0,7,77
2024-10-18,21730,77,0,10,67
2024-10-19,21730,67,0,9,58
2024-10-20,21730,58,0,10,48
2024-10-21,21730,48,0,8,40
2024-10-22,21730,40,129,8,161
2024-10-23,21730,161,0,9,152
2024-10-24,21730,152,0,8,144
2024-10-25,21730,144,0,8,136
2024-10-26,21730,136,0,9,127
2024-10-27,21730,127,0,9,118
2024-10-28,21730,118,0,8,110
2024-10-29,21730,110,0,8,102
2024-10-30,21730,102,0,9,93
2024-10-31,21730,93,0,8,85
2024-11-01,21730,85,0,9,76
2024-11-02,21730,76,0,11,65
2024-11-03,21730,65,0,10,55
2024-11-04,21730,55,0,7,48
2024-11-05,21730,48,123,9,162
2024-11-06,21730,162,0,9,153
2024-11-07,21730,153,0,8,145
2024-11-08,21730,145,0,9,136
2024-11-09,21730,136,0,11,125
2024-11-10,21730,125,0,9,116
2024-11-11,21730,116,0,8,108
2024-11-12,21730,108,0,7,101
2024-11-13,21730,101,0,7,94
2024-11-14,21730,94,0,9,85
2024-11-15,21730,85,0,9,76
2024-11-16,21730,76,0,10,66
2024-11-17,21730,66,0,10,56
2024-11-18,21730,56,0,8,48
2024-11-19,21730,48,0,7,41
2024-11-20,21730,41,139,9,171
2024-11-21,21730,171,0,8,163
2024-11-22,21730,163,0,10,153
2024-11-23,21730,153,0,11,142
2024-11-24,21730,142,0,10,132
2024-11-25,21730,132,0,8,124
2024-11-26,21730,124,0,10,114
2024-11-27,21730,114,0,9,105
2024-11-28,21730,105,0,9,96
2024-11-29,21730,96,0,10,86
2024-11-30,21730,86,0,10,76
2024-12-01,21730,76,0,11,65
2024-12-02,21730,65,0,8,57
2024-12-03,21730,57,0,9,48
2024-12-04,21730,48,127,9,166
2024-12-05,21730,166,0,10,156
2024-12-06,21730,156,0,10,146
2024-12-07,21730,146,0,10,136
2024-12-08,21730,136,0,9,127
2024-12-09,21730,127,0,7,120
2024-12-10,21730,120,0,8,112
2024-12-11,21730,112,0,9,103
2024-12-12,21730,103,0,8,95
2024-12-13,21730,95,0,9,86
2024-12-14,21730,86,0,11,75
2024-12-15,21730,75,0,11,64
2024-12-16,21730,64,0,7,57
2024-12-17,21730,57,0,9,48
2024-12-18,21730,48,125,9,164
2024-12-19,21730,164,0,8,156
2024-12-20,21730,156,0,9,147
2024-12-21,21730,147,0,11,136
2024-12-22,21730,136,0,10,126
2024-12-23,21730,126,0,9,117
2024-12-24,21730,117,0,7,110
2024-12-25,21730,110,0,9,101
2024-12-26,21730,101,0,9,92
2024-12-27,21730,92,0,9,83
2024-12-28,21730,83,0,10,73
2024-12-29,21730,73,0,9,64
2024-12-30,21730,64,0,8,56
2024-12-31,21730,56,0,8,48
2025-01-01,21730,48,124,9,163
2025-01-02,21730,163,0,9,154
2025-01-03,21730,154,0,10,144
2025-01-04,21730,144,0,11,133
2025-01-05,21730,133,0,9,124
2025-01-06,21730,124,0,7,117
2025-01-07,21730,117,0,8,109
2025-01-08,21730,109,0,9,100
2025-01-09,21730,100,0,8,92
2025-01-10,21730,92,0,9,83
2025-01-11,21730,83,0,9,74
2025-01-12,21730,74,0,9,65
2025-01-13,21730,65,0,8,57
2025-01-14,21730,57,0,9,48
2025-01-15,21730,48,127,9,166
2025-01-16,21730,166,0,10,156
2025-01-17,21730,156,0,8,148
2025-01-18,21730,148,0,12,136
2025-01-19,21730,136,0,10,126
2025-01-20,21730,126,0,8,118
2025-01-21,21730,118,0,7,111
2025-01-22,21730,111,0,9,102
2025-01-23,21730,102,0,8,94
2025-01-24,21730,94,0,9,85
2025-01-25,21730,85,0,11,74
2025-01-26,21730,74,0,11,63
2025-01-27,21730,63,0,8,55
2025-01-28,21730,55,0,7,48
2025-01-29,21730,48,0,8,40
2025-01-30,21730,40,131,9,162
2025-01-31,21730,162,0,9,153
2025-02-01,21730,153,0,10,143
2025-02-02,21730,143,0,9,134
2025-02-03,21730,134,0,8,126
2025-02-04,21730,126,0,8,118
2025-02-05,21730,118,0,9,109
2025-02-06,21730,109,0,8,101
2025-02-07,21730,101,0,9,92
2025-02-08,21730,92,0,10,82
2025-02-09,21730,82,0,9,73
2025-02-10,21730,73,0,8,65
2025-02-11,21730,65,0,9,56
2025-02-12,21730,56,0,8,48
2025-02-13,21730,48,120,9,159
2025-02-14,21730,159,0,8,151
2025-02-15,21730,151,0,10,141
2025-02-16,21730,141,0,8,133
2025-02-17,21730,133,0,8,125
2025-02-18,21730,125,0,9,116
2025-02-19,21730,116,0,8,108
2025-02-20,21730,108,0,10,98
2025-02-21,21730,98,0,8,90
2025-02-22,21730,90,0,10,80
2025-02-23,21730,80,0,10,70
2025-02-24,21730,70,0,8,62
2025-02-25,21730,62,0,7,55
2025-02-26,21730,55,0,7,48
2025-02-27,21730,48,0,8,40
2025-02-28,21730,40,129,8,161
2025-03-01,21730,161,0,9,152
2025-03-02,21730,152,0,9,143
2025-03-03,21730,143,0,9,134
2025-03-04,21730,134,0,9,125
2025-03-05,21730,125,0,9,116
2025-03-06,21730,116,0,9,107
2025-03-07,21730,107,0,9,98
2025-03-08,21730,98,0,9,89
2025-03-09,21730,89,0,10,79
2025-03-10,21730,79,0,6,73
2025-03-11,21730,73,0,8,65
2025-03-12,21730,65,0,8,57
2025-03-13,21730,57,0,9,48
2025-03-14,21730,48,0,8,40
2025-03-15,21730,40,127,10,157
2025-03-16,21730,157,0,9,148
2025-03-17,21730,148,0,8,140
2025-03-18,21730,140,0,7,133
2025-03-19,21730,133,0,8,125
2025-03-20,21730,125,0,9,116
2025-03-21,21730,116,0,8,108
2025-03-22,21730,108,0,9,99
2025-03-23,21730,99,0,9,90
2025-03-24,21730,90,0,7,83
2025-03-25,21730,83,0,9,74
2025-03-26,21730,74,0,8,66
2025-03-27,21730,66,0,8,58
2025-03-28,21730,58,0,10,48
2025-03-29,21730,48,119,9,158
2025-03-30,21730,158,0,9,149
2025-03-31,21730,149,0,8,141
2025-04-01,21730,141,0,7,134
2025-04-02,21730,134,0,8,126
2025-04-03,21730,126,0,8,118
2025-04-04,21730,118,0,8,110
2025-04-05,21730,110,0,10,100
2025-04-06,21730,100,0,10,90
2025-04-07,21730,90,0,8,82
2025-04-08,21730,82,0,9,73
2025-04-09,21730,73,0,8,65
2025-04-10,21730,65,0,7,58
2025-04-11,21730,58,0,10,48
2025-04-12,21730,48,115,10,153
2025-04-13,21730,153,0,10,143
2025-04-14,21730,143,0,7,136
2025-04-15,21730,136,0,7,129
2025-04-16,21730,129,0,9,120
2025-04-17,21730,120,0,8,112
2025-04-18,21730,112,0,9,103
2025-04-19,21730,103,0,9,94
2025-04-20,21730,94,0,9,85
2025-04-21,21730,85,0,8,77
2025-04-22,21730,77,0,7,70
2025-04-23,21730,70,0,6,64
2025-04-24,21730,64,0,8,56
2025-04-25,21730,56,0,8,48
2025-04-26,21730,48,118,9,157
2025-04-27,21730,157,0,10,147
2025-04-28,21730,147,0,8,139
2025-04-29,21730,139,0,8,131
2025-04-30,21730,131,0,7,124
2025-05-01,21730,124,0,7,117
2025-05-02,21730,117,0,9,108
2025-05-03,21730,108,0,10,98
2025-05-04,21730,98,0,10,88
2025-05-05,21730,88,0,6,82
2025-05-06,21730,82,0,8,74
2025-05-07,21730,74,0,8,66
2025-05-08,21730,66,0,9,57
2025-05-09,21730,57,0,9,48
2025-05-10,21730,48,111,9,150
2025-05-11,21730,150,0,10,140
2025-05-12,21730,140,0,7,133
2025-05-13,21730,133,0,6,127
2025-05-14,21730,127,0,8,119
2025-05-15,21730,119,0,7,112
2025-05-16,21730,112,0,8,104
2025-05-17,21730,104,0,10,94
2025-05-18,21730,94,0,10,84
2025-05-19,21730,84,0,6,78
2025-05-20,21730,78,0,7,71
2025-05-21,21730,71,0,8,63
2025-05-22,21730,63,0,8,55
2025-05-23,21730,55,0,7,48
2025-05-24,21730,48,0,8,40
2025-05-25,21730,40,119,9,150
2025-05-26,21730,150,0,7,143
2025-05-27,21730,143,0,8,135
2025-05-28,21730,135,0,6,129
2025-05-29,21730,129,0,7,122
2025-05-30,21730,122,0,8,114
2025-05-31,21730,114,0,10,104
2025-06-01,21730,104,0,10,94
2025-06-02,21730,94,0,6,88
2025-06-03,21730,88,0,8,80
2025-06-04,21730,80,0,8,72
2025-06-05,21730,72,0,8,64
2025-06-06,21730,64,0,7,57
2025-06-07,21730,57,0,9,48
2025-06-08,21730,48,108,9,147
2025-06-09,21730,147,0,8,139
2025-06-10,21730,139,0,6,133
2025-06-11,21730,133,0,6,127
2025-06-12,21730,127,0,7,120
2025-06-13,21730,120,0,7,113
2025-06-14,21730,113,0,9,104
2025-06-15,21730,104,0,7,97
2025-06-16,21730,97,0,7,90
2025-06-17,21730,90,0,8,82
2025-06-18,21730,82,0,7,75
2025-06-19,21730,75,0,8,67
2025-06-20,21730,67,0,9,58
2025-06-21,21730,58,0,10,48
2025-06-22,21730,48,114,10,152
2025-06-23,21730,152,0,6,146
2025-06-24,21730,146,0,8,138
2025-06-25,21730,138,0,7,131
2025-06-26,21730,131,0,7,124
2025-06-27,21730,124,0,9,115
2025-06-28,21730,115,0,10,105
2025-06-29,21730,105,0,9,96
2025-06-30,21730,96,0,8,88
2025-07-01,21730,88,0,7,81
2025-07-02,21730,81,0,7,74
2025-07-03,21730,74,0,9,65
2025-07-04,21730,65,0,8,57
2025-07-05,21730,57,0,9,48
2025-07-06,21730,48,0,8,40
2025-07-07,21730,40,120,6,154
2025-07-08,21730,154,0,8,146
2025-07-09,21730,146,0,9,137
2025-07-10,21730,137,0,7,130
2025-07-11,21730,130,0,8,122
2025-07-12,21730,122,0,10,112
2025-07-13,21730,112,0,9,103
2025-07-14,21730,103,0,6,97
2025-07-15,21730,97,0,7,90
2025-07-16,21730,90,0,7,83
2025-07-17,21730,83,0,9,74
2025-07-18,21730,74,0,8,66
2025-07-19,21730,66,0,10,56
2025-07-20,21730,56,0,8,48
2025-07-21,21730,48,0,7,41
2025-07-22,21730,41,123,8,156
2025-07-23,21730,156,0,9,147
2025-07-24,21730,147,0,9,138
2025-07-25,21730,138,0,9,129
2025-07-26,21730,129,0,8,121
2025-07-27,21730,121,0,10,111
2025-07-28,21730,111,0,7,104
2025-07-29,21730,104,0,7,97
2025-07-30,21730,97,0,8,89
2025-07-31,21730,89,0,7,82
2025-08-01,21730,82,0,9,73
2025-08-02,21730,73,0,10,63
2025-08-03,21730,63,0,8,55
2025-08-04,21730,55,0,7,48
2025-08-05,21730,48,0,8,40
2025-08-06,21730,40,123,8,155
2025-08-07,21730,155,0,8,147
2025-08-08,21730,147,0,9,138
2025-08-09,21730,138,0,10,128
2025-08-10,21730,128,0,9,119
2025-08-11,21730,119,0,8,111
2025-08-12,21730,111,0,8,103
2025-08-13,21730,103,0,7,96
2025-08-14,21730,96,0,8,88
2025-08-15,21730,88,0,7,81
2025-08-16,21730,81,0,9,72
2025-08-17,21730,72,0,9,63
2025-08-18,21730,63,0,8,55
2025-08-19,21730,55,0,7,48
2025-08-20,21730,48,0,7,41
2025-08-21,21730,41,126,8,159
2025-08-22,21730,159,0,8,151
2025-08-23,21730,151,0,10,141
2025-08-24,21730,141,0,10,131
2025-08-25,21730,131,0,8,123
2025-08-26,21730,123,0,7,116
2025-08-27,21730,116,0,7,109
2025-08-28,21730,109,0,8,101
2025-08-29,21730,101,0,8,93
2025-08-30,21730,93,0,10,83
2025-08-31,21730,83,0,10,73
2025-09-01,21730,73,0,7,66
2025-09-02,21730,66,0,9,57
2025-09-03,21730,57,0,9,48
2025-09-04,21730,48,0,7,41
2025-09-05,21730,41,130,8,163
2025-09-06,21730,163,0,10,153
2025-09-07,21730,153,0,9,144
2025-09-08,21730,144,0,7,137
2025-09-09,21730,137,0,9,128
2025-09-10,21730,128,0,8,120
2025-09-11,21730,120,0,9,111
2025-09-12,21730,111,0,9,102
2025-09-13,21730,102,0,10,92
2025-09-14,21730,92,0,10,82
2025-09-15,21730,82,0,9,73
2025-09-16,21730,73,0,8,65
2025-09-17,21730,65,0,9,56
2025-09-18,21730,56,0,8,48
2025-09-19,21730,48,127,10,165
2025-09-20,21730,165,0,10,155
2025-09-21,21730,155,0,9,146
2025-09-22,21730,146,0,7,139
2025-09-23,21730,139,0,8,131
2025-09-24,21730,131,0,9,122
2025-09-25,21730,122,0,9,113
2025-09-26,21730,113,0,10,103
2025-09-27,21730,103,0,10,93
2025-09-28,21730,93,0,10,83
2025-09-29,21730,83,0,9,74
2025-09-30,21730,74,0,9,65
2025-10-01,21730,65,0,8,57
2025-10-02,21730,57,0,9,48
2025-10-03,21730,48,124,9,163
2025-10-04,21730,163,0,11,152
2025-10-05,21730,152,0,9,143
2025-10-06,21730,143,0,8,135
2025-10-07,21730,135,0,8,127
2025-10-08,21730,127,0,7,120
2025-10-09,21730,120,0,9,111
2025-10-10,21730,111,0,10,101
2025-10-11,21730,101,0,10,91
2025-10-12,21730,91,0,11,80
2025-10-13,21730,80,0,8,72
2025-10-14,21730,72,0,7,65
2025-10-15,21730,65,0,9,56
2025-10-16,21730,56,0,8,48
2025-10-17,21730,48,121,10,159
2025-10-18,21730,159,0,10,149
2025-10-19,21730,149,0,10,139
2025-10-20,21730,139,0,7,132
2025-10-21,21730,132,0,8,124
2025-10-22,21730,124,0,9,115
2025-10-23,21730,115,0,7,108
2025-10-24,21730,108,0,9,99
2025-10-25,21730,99,0,10,89
2025-10-26,21730,89,0,9,80
2025-10-27,21730,80,0,7,73
2025-10-28,21730,73,0,8,65
2025-10-29,21730,65,0,9,56
2025-10-30,21730,56,0,8,48
2025-10-31,21730,48,127,10,165
2025-11-01,21730,165,0,11,154
2025-11-02,21730,154,0,9,145
2025-11-03,21730,145,0,7,138
2025-11-04,21730,138,0,9,129
2025-11-05,21730,129,0,8,121
2025-11-06,21730,121,0,8,113
2025-11-07,21730,113,0,10,103
2025-11-08,21730,103,0,10,93
2025-11-09,21730,93,0,11,82
2025-11-10,21730,82,0,9,73
2025-11-11,21730,73,0,8,65
2025-11-12,21730,65,0,9,56
2025-11-13,21730,56,0,8,48
2025-11-14,21730,48,125,9,164
2025-11-15,21730,164,0,12,152
2025-11-16,21730,152,0,9,143
2025-11-17,21730,143,0,8,135
2025-11-18,21730,135,0,7,128
2025-11-19,21730,128,0,9,119
2025-11-20,21730,119,0,8,111
2025-11-21,21730,111,0,9,102
2025-11-22,21730,102,0,11,91
2025-11-23,21730,91,0,10,81
2025-11-24,21730,81,0,8,73
2025-11-25,21730,73,0,8,65
2025-11-26,21730,65,0,8,57
2025-11-27,21730,57,0,9,48
2025-11-28,21730,48,126,9,165
2025-11-29,21730,165,0,10,155
2025-11-30,21730,155,0,10,145
2025-12-01,21730,145,0,8,137
2025-12-02,21730,137,0,9,128
2025-12-03,21730,128,0,10,118
2025-12-04,21730,118,0,8,110
2025-12-05,21730,110,0,10,100
2025-12-06,21730,100,0,10,90
2025-12-07,21730,90,0,9,81
2025-12-08,21730,81,0,8,73
2025-12-09,21730,73,0,9,64
